smyth-id,citation,author,work,loc
s2446,Xen. Cyrop. 2.2.8,X.,C., 2.2.8
s2447,Lys. 22.4,L.,, 22.4
s2447,Dem. 38.24,D.,, 38.24
s2449,Xen. Cyrop. 1.4.14,X.,C., 1.4.14
s2449,Xen. Hell. 6.5.19,X.,H., 6.5.19
s2450,Plat. Rep. 515e,P.,R., 515e
s2453,Aeschin. 1.116,Aes.,, 1.116
s2453,Dem. 18.50,D.,, 18.50
s2453,Thuc. 3.24,T.,, 3.24
s2454,Xen. Hell. 5.4.37,X.,H., 5.4.37
s2454,Xen. Anab. 4.1.7,X.,A., 4.1.7
s2455,Xen. Cyrop. 8.1.38,X.,C., 8.1.38
s2455,Isoc. 12.250,I.,, 12.250
s2455,Plat. Laws 769e,P.,L., 769e
s2455,Xen. Hell. 6.5.23,X.,H., 6.5.23
s2455,Dem. 30.33,D.,, 30.33
s2455,Isoc. 20.14,I.,, 20.14
s2455,Antiph. 5.25,Ant.,, 5.25
s2455,Dem. 5.15,D.,, 5.15
s2456,Hom. Il. 20.257,H.,Il.,20.257
s2458,Thuc. 2.65,T.,, 2.65
s2458,Thuc. 8.45,T.,, 8.45
s2458,Thuc. 7.63,T.,, 7.63
s2459,Xen. Anab. 2.1.10,X.,A., 2.1.10
s2460,Xen. Cyrop. 1.4.23,X.,C., 1.4.23
s2464,Plat. Phaedo 100c,P.,Ph., 100c
s2465,Lys. 13.72,L.,, 13.72
s2465,Xen. Cyrop. 1.4.15,X.,C., 1.4.15
s2465,Xen. Mem. 1.6.4,X.,M., 1.6.4
s2467,Aristoph. Cl. 520,Ar.,Nub., 520
s2467,Aristoph. Thes. 469,Ar.,Thesm., 469
s2470,Plat. Apol. 39d,P.,A., 39d
s2471,Dem. 2.12,D.,, 2.12
s2472,Xen. Cyrop. 6.2.19,X.,C., 6.2.19
s2472,Xen. Hiero 10.2,X.,Hi., 10.2
s2473,Xen. Hiero 5.4,X.,Hi., 5.4
s2475,Hom. Il. 4.37,H.,Il.,4.37
s2475,Isoc. 7.44,I.,, 7.44
s2475,Soph. Trach. 475,S.,Tr., 475
s2475,Plat. Rep. 328d,P.,R., 328d
s2475,Thuc. 7.21,T.,, 7.21
s2475,Xen. Anab. 1.5.8,X.,A., 1.5.8
s2475,Andoc. 1.24,And.,, 1.24
s2476,Isoc. 2.23,I.,, 2.23
s2476,Dem. 23.41,D.,, 23.41
s2476,Xen. Ways 4.32,X.,Vect., 4.32
s2476,Xen. Mem. 2.2.3,X.,M., 2.2.3
s2476,Dem. 18.92,D.,, 18.92
s2476,Isoc. 11.3,I.,, 11.3
s2477,Soph. OT 979,S.,O. T., 979
s2477,Xen. Anab. 1.5.9,X.,A., 1.5.9
s2477,Thuc. 4.4,T.,, 4.4
s2477,Dem. 40.45,D.,, 40.45
s2477,Plat. Rep. 549b,P.,R., 549b
s2477,Dem. 6.11,D.,, 6.11
s2478,Plat. Gorg. 451a,P.,G., 451a
s2479,Aesch. Ag. 1201,A.,Ag., 1201
s2480,Isoc. 4.69,I.,, 4.69
s2480,Xen. Sym. 4,X.,S., 4
s2480,Xen. Cyrop. 1.3.2,X.,C., 1.3.2
s2480,Dem. 18.214,D.,, 18.214
s2482,Hom. Il. 23.222,H.,Il.,23.222
s2484,Hom. Od. 10.416,H.,Od.,10.416
s2484,Hom. Il. 11.389,H.,Il.,11.389
s2485,Soph. El. 234,S.,El., 234
s2487,Hom. Il. 4.483,H.,Il.,4.483
s2488,,Men.,Sent., 425
s2488,Eur. Ion 560,E.,Ion, 560
s2488,Xen. Cyrop. 3.1.33,X.,C., 3.1.33
s2488,Dem. 19.238,D.,, 19.238
s2488,Isoc. 4.29,I.,, 4.29
s2490,Xen. Mem. 1.2.64,X.,M., 1.2.64
s2492,Plat. Euthyd. 285e,P.,Eu., 285e
s2493,Xen. Anab. 3.1.4,X.,A., 3.1.4
s2494,Xen. Hiero 6.12,X.,Hi., 6.12
s2494,Xen. Anab. 6.1.29,X.,A., 6.1.29
s2494,Plat. Sym. 220a,P.,S., 220a
s2494,Isoc. 14.18,I.,, 14.18
s2494,Plat. Rep. 491b,P.,R., 491b
s2496,,Men.,Sent., 340
s2496,Hdt. 1.7,Hdt.,, 1.7
s2497,Plat. Gorg. 455d,P.,G., 455d
s2497,Xen. Anab. 7.3.22,X.,A., 7.3.22
s2499,Xen. Anab. 1.8.1,X.,A., 1.8.1
s2499,Xen. Anab. 4.2.20,X.,A., 4.2.20
s2501,Thuc. 6.47,T.,, 6.47
s2501,Xen. Cyrop. 1.4.12,X.,C., 1.4.12
s2502,Xen. Mem. 4.8.4,X.,M., 4.8.4
s2502,Plat. Laws 937d,P.,L., 937d
s2502,Plat. Rep. 359c,P.,R., 359c
s2502,Xen. Anab. 2.5.32,X.,A., 2.5.32
s2502,Plat. Phileb. 40a,P.,Phil., 40a
s2502,Hom. Od. 19.40,H.,Od.,19.40
s2502,Plat. Rep. 554a,P.,R., 554a
s2502,Plat. Phaedrus 260a,P.,Phae., 260a
s2502,Plat. Prot. 345d,P.,Pr., 345d
s2507,Plat. Apol. 21d,P.,A., 21d
s2507,Soph. OT 569,S.,O. T., 569
s2509,,Men.,Sent., 291
s2509,Dem. 2.31,D.,, 2.31
s2509,Xen. Cyrop. 5.1.26,X.,C., 5.1.26
s2510,Eur. Hel. 271,E.,Hel., 271
s2510,Eur. Hel. 267,E.,Hel., 267
s2510,Xen. Anab. 2.5.21,X.,A., 2.5.21
s2510,Xen. Ec. 4.19,X.,O., 4.19
s2512,Xen. Cyrop. 5.4.21,X.,C., 5.4.21
s2512,Xen. Mem. 2.1.16,X.,M., 2.1.16
s2513,Xen. Ec. 3.12,X.,O., 3.12
s2513,Xen. Anab. 2.5.18,X.,A., 2.5.18
s2513,Xen. Cyrop. 2.3.18,X.,C., 2.3.18
s2513,Xen. Cyrop. 5.4.30,X.,C., 5.4.30
s2513,Plat. Apol. 25d,P.,A., 25d
s2513,Xen. Horse. 3.4,X.,Eq., 3.4
s2514,Thuc. 3.92,T.,, 3.92
s2514,Xen. Hell. 2.4.6,X.,H., 2.4.6
s2514,Thuc. 1.65,T.,, 1.65
s2514,Xen. Hell. 7.5.17,X.,H., 7.5.17
s2515,Eur. Orest. 638,E.,Or., 638
s2515,Plat. Phaedo 62a,P.,Ph., 62a
s2515,Xen. Anab. 2.4.3,X.,A., 2.4.3
s2516,Plat. Gorg. 447c,P.,G., 447c
s2517,Thuc. 2.43,T.,, 2.43
s2517,Xen. Anab. 1.7.3,X.,A., 1.7.3
s2517,Xen. Anab. 3.2.5,X.,A., 3.2.5
s2517,Xen. Cyrop. 3.1.38,X.,C., 3.1.38
s2517,Soph. Aj. 457,S.,Aj., 457
s2518,Plat. Rep. 533d,P.,R., 533d
s2520,Eur. Med. 1153,E.,Med., 1153
s2520,Xen. Cyrop. 4.1.3,X.,C., 4.1.3
s2521,Xen. Anab. 1.4.9,X.,A., 1.4.9
s2522,Dem. 18.18,D.,, 18.18
s2522,Xen. Anab. 1.3.17,X.,A., 1.3.17
s2522,Xen. Horse. 1.2,X.,Eq., 1.2
s2522,Plat. Apol. 29b,P.,A., 29b
s2522,Dem. 19.216,D.,, 19.216
s2522,Xen. Anab. 1.7.3,X.,A., 1.7.3
s2522,Xen. Cyrop. 1.3.2,X.,C., 1.3.2
s2523,Thuc. 7.67,T.,, 7.67
s2523,Plat. Rep. 531e,P.,R., 531e
s2526,Dem. 8.26,D.,, 8.26
s2527,Plat. Gorg. 517a,P.,G., 517a
s2527,Plat. Crat. 432a,P.,Crat., 432a
s2528,Thuc. 1.89,T.,, 1.89
s2530,Eur. Alc. 338,E.,Alc., 338
s2530,Xen. Sym. 4,X.,S., 4
s2531,Plat. Prot. 361e,P.,Pr., 361e
s2531,Dem. 18.198,D.,, 18.198
s2531,Xen. Anab. 5.1.8,X.,A., 5.1.8
s2531,Eur. Ion 560,E.,Ion, 560
s2531,Plat. Phaedo 69a,P.,Ph., 69a
s2531,Plat. Crito 50a,P.,Cr., 50a
s2531,Xen. Mem. 1.2.6,X.,M., 1.2.6
s2532,Aeschin. 2.151,Aes.,, 2.151
s2532,Dem. 19.254,D.,, 19.254
s2532,Xen. Hell. 2.3.25,X.,H., 2.3.25
s2532,Xen. Mem. 2.9.3,X.,M., 2.9.3
s2532,Xen. Anab. 5.8.3,X.,A., 5.8.3
s2532,Thuc. 7.21,T.,, 7.21
s2532,Plat. Sym. 220b,P.,S., 220b
s2533,Soph. Trach. 283,S.,Tr., 283
s2533,Isoc. 6.48,I.,, 6.48
s2533,Xen. Hell. 1.4.2,X.,H., 1.4.2
s2533,Soph. OT 449,S.,O. T., 449
s2533,Eur. Med. 12,E.,Med., 12
s2533,Soph. El. 653,S.,El., 653
s2533,Xen. Hiero 7.2,X.,Hi., 7.2
s2533,Plat. Crito 45c,P.,Cr., 45c
s2534,Hdt. 7.145,Hdt.,, 7.145
s2534,Plat. Charm. 175c,P.,Charm., 175c
s2534,Plat. Meno 70c,P.,Men., 70c
s2534,Dem. 18.200,D.,, 18.200
s2534,Plat. Stat. 308b,P.,Pol., 308b
s2535,Plat. Rep. 350d,P.,R., 350d
s2535,Plat. Hipp. Maj. 282c,P.,Hipp. M., 282c
s2535,Plat. Phaedo 92a,P.,Ph., 92a
s2537,Dem. 20.142,D.,, 20.142
s2537,Xen. Anab. 1.9.19,X.,A., 1.9.19
s2537,Xen. Mem. 4.4.1,X.,M., 4.4.1
s2537,Hom. Od. 2.262,H.,Od.,2.262
s2537,Xen. Anab. 4.4.2,X.,A., 4.4.2
s2537,Plat. Gorg. 503c,P.,G., 503c
s2538,Dem. 24.61,D.,, 24.61
s2538,Xen. Hell. 4.1.23,X.,H., 4.1.23
s2538,Xen. Hell. 4.1.41,X.,H., 4.1.41
s2538,Plat. Phaedrus 261a,P.,Phae., 261a
s2538,Hom. Il. 21.441,H.,Il.,21.441
s2539,Plat. Apol. 41a,P.,A., 41a
s2540,Plat. Rep. 477c,P.,R., 477c
s2541,Antiph. 5.85,Ant.,, 5.85
s2542,Dem. 52.12,D.,, 52.12
s2542,Thuc. 7.43,T.,, 7.43
s2543,Xen. Anab. 4.1.25,X.,A., 4.1.25
s2543,Thuc. 3.105,T.,, 3.105
s2545,Eur. Hel. 815,E.,Hel., 815
s2547,Xen. Anab. 1.7.7,X.,A., 1.7.7
s2547,Eur. Orest. 722,E.,Or., 722
s2547,Lys. 6.42,L.,, 6.42
s2547,Eur. IT 588,E.,I. T., 588
s2548,Hom. Il. 21.103,H.,Il.,21.103
s2548,Hom. Il. 23.345,H.,Il.,23.345
s2548,Hom. Od. 6.202,H.,Od.,6.202
s2548,Hom. Od. 4.756,H.,Od.,4.756
s2549,Soph. OC 1742,S.,O. C., 1742
s2549,Plat. Euthyd. 287c,P.,Eu., 287c
s2550,Soph. Phil. 303,S.,Ph., 303
s2550,Aesch. PB 86,A.,Pr., 86
s2551,Soph. Ant. 329,S.,Ant., 329
s2552,Aristoph. Thes. 871,Ar.,Thesm., 871
s2552,Aesch. Lib. 172,A.,Ch., 172
s2552,Aesch. Ag. 620,A.,Ag., 620
s2552,Eur. Alc. 52,E.,Alc., 52
s2552,Eur. Alc. 80,E.,Alc., 80
s2552,Soph. OC 1168,S.,O. C., 1168
s2552,Plat. Lach. 184c,P.,Lach., 184c
s2553,Dem. 29.5,D.,, 29.5
s2553,Xen. Anab. 3.2.3,X.,A., 3.2.3
s2553,Aesch. PB 788,A.,Pr., 788
s2553,Soph. El. 1309,S.,El., 1309
s2553,Plat. Meno 80e,P.,Men., 80e
s2553,Plat. Prot. 318d,P.,Pr., 318d
s2553,Dem. 27.3,D.,, 27.3
s2553,Soph. Phil. 179,S.,Ph., 179
s2553,Xen. Anab. 7.2.34,X.,A., 7.2.34
s2554,Soph. Trach. 903,S.,Tr., 903
s2554,Hom. Od. 14.332,H.,Od.,14.332
s2554,Hom. Od. 15.458,H.,Od.,15.458
s2554,Hom. Od. 10.538,H.,Od.,10.538
s2554,Hom. Il. 3.287,H.,Il.,3.287
s2554,Thuc. 3.16,T.,, 3.16
s2554,Soph. OT 796,S.,O. T., 796
s2554,Xen. Hell. 2.3.11,X.,H., 2.3.11
s2554,Soph. Aj. 659,S.,Aj., 659
s2554,Xen. Hell. 2.3.2,X.,H., 2.3.2
s2554,Eur. IT 1209,E.,I. T., 1209
s2554,Dem. 2.11,D.,, 2.11
s2555,Xen. Mem. 2.7.13,X.,M., 2.7.13
s2555,Eur. Orest. 285,E.,Or., 285
s2556,Plat. Rep. 360b,P.,R., 360b
s2556,Xen. Cyrop. 6.1.15,X.,C., 6.1.15
s2556,Xen. Hell. 7.5.17,X.,H., 7.5.17
s2556,Xen. Anab. 2.5.12,X.,A., 2.5.12
s2557,,Men.,Sent., 407
s2557,Dem. 18.43,D.,, 18.43
s2557,Isoc. 8.52,I.,, 8.52
s2558,Thuc. 6.11,T.,, 6.11
s2558,Dem. 19.324,D.,, 19.324
s2559,Xen. Anab. 5.4.10,X.,A., 5.4.10
s2559,Plat. Euthyd. 306d,P.,Eu., 306d
s2559,Dem. 19.43,D.,, 19.43
s2562,Xen. Anab. 3.2.39,X.,A., 3.2.39
s2562,,Men.,Sent., 39
s2562,Plat. Rep. 379b,P.,R., 379b
s2562,Xen. Mem. 4.4.11,X.,M., 4.4.11
s2562,Xen. Anab. 2.2.14,X.,A., 2.2.14
s2562,Thuc. 2.90,T.,, 2.90
s2563,Dem. 3.36,D.,, 3.36
s2563,Thuc. 2.8,T.,, 2.8
s2563,Plat. Theaet. 186c,P.,Th., 186c
s2564,Lys. 12.98,L.,, 12.98
s2564,Plat. Charm. 171e,P.,Charm., 171e
s2565,Xen. Anab. 1.3.15,X.,A., 1.3.15
s2565,Xen. Mem. 2.1.25,X.,M., 2.1.25
s2565,Xen. Anab. 6.1.33,X.,A., 6.1.33
s2565,Plat. Apol. 37d,P.,A., 37d
s2565,Lys. 12.24,L.,, 12.24
s2565,Thuc. 2.11,T.,, 2.11
s2565,Aristoph. Cl. 1151,Ar.,Nub., 1151
s2565,Thuc. 1.22,T.,, 1.22
s2566,Hom. Od. 21.161,H.,Od.,21.161
s2566,Hom. Od. 18.142,H.,Od.,18.142
s2566,Xen. Anab. 1.3.17,X.,A., 1.3.17
s2566,Plat. Lysis 215b,P.,Lys., 215b
s2567,,Stob.,Flor., 120.13
s2567,Xen. Hell. 6.1.6,X.,H., 6.1.6
s2567,Plat. Rep. 613d,P.,R., 613d
s2567,Aristoph. Pl. 1151,Ar.,Plut., 1151
s2567,Hom. Od. 13.214,H.,Od.,13.214
s2567,Soph. OT 1231,S.,O. T., 1231
s2567,Thuc. 4.18,T.,, 4.18
s2568,Xen. Cyrop. 3.3.67,X.,C., 3.3.67
s2568,Xen. Hell. 6.2.28,X.,H., 6.2.28
s2568,Xen. Cyrop. 3.3.5,X.,C., 3.3.5
s2568,Xen. Hell. 4.8.22,X.,H., 4.8.22
s2568,Dem. 18.235,D.,, 18.235
s2568,Thuc. 2.67,T.,, 2.67
s2569,Thuc. 2.64,T.,, 2.64
s2569,Eur. El. 1097,E.,El., 1097
s2569,Eur. Ba. 881,E.,Bacch., 881
s2569,Xen. Anab. 1.1.5,X.,A., 1.1.5
s2570,Eur. Orest. 418,E.,Or., 418
s2570,Aeschin. 1.127,Aes.,, 1.127
s2570,Dem. 4.27,D.,, 4.27
s2572,Dem. 19.29,D.,, 19.29
s2572,Dem. 1.13,D.,, 1.13
s2573,Hom. Od. 19.510,H.,Od.,19.510
s2573,Xen. Cyrop. 1.4.14,X.,C., 1.4.14
s2573,Hom. Od. 24.254,H.,Od.,24.254
s2573,Hom. Il. 4.262,H.,Il.,4.262
s2573,Plat. Rep. 332a,P.,R., 332a
s2573,Soph. Trach. 92,S.,Tr., 92
s2573,Hom. Il. 23.494,H.,Il.,23.494
s2573,Hom. Od. 6.286,H.,Od.,6.286
s2573,Xen. Cyrop. 1.6.19,X.,C., 1.6.19
s2573,Soph. Ant. 666,S.,Ant., 666
s2574,Xen. Anab. 5.5.24,X.,A., 5.5.24
s2574,Thuc. 3.4,T.,, 3.4
s2574,Xen. Anab. 3.2.25,X.,A., 3.2.25
s2575,Xen. Anab. 5.7.23,X.,A., 5.7.23
s2575,Xen. Anab. 3.1.19,X.,A., 3.1.19
s2575,Aeschin. 1.125,Aes.,, 1.125
s2576,Xen. Cyrop. 1.3.6,X.,C., 1.3.6
s2576,Plat. Prot. 312c,P.,Pr., 312c
s2576,Xen. Anab. 1.10.16,X.,A., 1.10.16
s2576,Xen. Cyrop. 1.6.6,X.,C., 1.6.6
s2577,Plat. Menex. 241b,P.,Menex., 241b
s2578,Xen. Cyrop. 3.3.20,X.,C., 3.3.20
s2578,Soph. El. 47,S.,El., 47
s2578,Soph. OC 1393,S.,O. C., 1393
s2578,Hom. Il. 11.21,H.,Il.,11.21
s2578,Dem. 24.139,D.,, 24.139
s2578,Isoc. 2.3,I.,, 2.3
s2578,Andoc. 2.14,And.,, 2.14
s2578,Hom. Od. 5.423,H.,Od.,5.423
s2578,Thuc. 1.52,T.,, 1.52
s2578,Aeschin. 2.35,Aes.,, 2.35
s2579,Thuc. 3.88,T.,, 3.88
s2579,Xen. Mem. 1.1.1,X.,M., 1.1.1
s2579,Xen. Cyrop. 5.4.20,X.,C., 5.4.20
s2579,Soph. El. 43,S.,El., 43
s2580,Thuc. 3.88,T.,, 3.88
s2580,Xen. Hell. 6.3.12,X.,H., 6.3.12
s2580,Xen. Cyrop. 8.3.40,X.,C., 8.3.40
s2580,Plat. Phaedo 87c,P.,Ph., 87c
s2583,Xen. Anab. 7.4.5,X.,A., 7.4.5
s2584,Xen. Ec. 1.19,X.,O., 1.19
s2585,Dem. 6.29,D.,, 6.29
s2585,Plat. Gorg. 487d,P.,G., 487d
s2586,Dem. 18.37,D.,, 18.37
s2587,Dem. 37.44,D.,, 37.44
s2587,Eur. Alc. 1130,E.,Alc., 1130
s2588,Hom. Il. 21.396,H.,Il.,21.396
s2588,Hom. Od. 16.424,H.,Od.,16.424
s2589,Plat. Prot. 310b,P.,Pr., 310b
s2589,Xen. Anab. 7.6.5,X.,A., 7.6.5
s2589,Xen. Cyrop. 7.3.13,X.,C., 7.3.13
s2590,Hdt. 9.21,Hdt.,, 9.21
s2590,Xen. Anab. 5.4.10,X.,A., 5.4.10
s2590,Hdt. 2.115,Hdt.,, 2.115
s2614,Xen. Anab. 5.6.37,X.,A., 5.6.37
s2614,Xen. Ec. 2.15,X.,O., 2.15
s2614,Lys. 24.15,L.,, 24.15
s2614,Soph. Ant. 61,S.,Ant., 61
s2615,Thuc. 1.90,T.,, 1.90
s2615,Xen. Anab. 2.2.21,X.,A., 2.2.21
s2615,Xen. Cyrop. 2.4.7,X.,C., 2.4.7
s2615,Xen. Hell. 4.3.10,X.,H., 4.3.10
s2615,Xen. Anab. 1.4.7,X.,A., 1.4.7
s2616,Xen. Anab. 1.10.16,X.,A., 1.10.16
s2616,Thuc. 4.28,T.,, 4.28
s2616,Xen. Anab. 5.1.8,X.,A., 5.1.8
s2618,Plat. Crat. 398b,P.,Crat., 398b
s2618,Plat. Euthyd. 275e,P.,Eu., 275e
s2618,Thuc. 3.40,T.,, 3.40
s2619,Xen. Ages. 1.10,X.,Ages., 1.10
s2619,Xen. Cyrop. 7.5.2,X.,C., 7.5.2
s2619,Xen. Anab. 1.4.12,X.,A., 1.4.12
s2619,Xen. Hell. 2.3.56,X.,H., 2.3.56
s2619,Xen. Anab. 6.6.25,X.,A., 6.6.25
s2619,Lys. 7.34,L.,, 7.34
s2619,Lys. 12.11,L.,, 12.11
s2619,Xen. Anab. 7.1.33,X.,A., 7.1.33
s2619,Xen. Hell. 6.5.19,X.,H., 6.5.19
s2619,Xen. Anab. 1.8.12,X.,A., 1.8.12
s2619,Xen. Hell. 5.4.8,X.,H., 5.4.8
s2620,Xen. Hell. 3.2.6,X.,H., 3.2.6
s2620,Thuc. 7.80,T.,, 7.80
s2620,Xen. Hell. 3.1.20,X.,H., 3.1.20
s2622,Thuc. 2.67,T.,, 2.67
s2622,Xen. Hell. 3.2.20,X.,H., 3.2.20
s2622,Andoc. 4.15,And.,, 4.15
s2622,Xen. Anab. 1.4.7,X.,A., 1.4.7
s2623,Xen. Hell. 5.4.22,X.,H., 5.4.22
s2623,Lys. 10.25,L.,, 10.25
s2623,Xen. Cyrop. 3.2.27,X.,C., 3.2.27
s2623,Xen. Hell. 7.1.34,X.,H., 7.1.34
s2623,Xen. Hell. 1.7.5,X.,H., 1.7.5
s2623,Aristoph. Wasps 282,Ar.,Vesp., 282
s2623,Dem. 50.36,D.,, 50.36
s2623,Xen. Hell. 1.5.3,X.,H., 1.5.3
s2623,Xen. Hell. 7.1.34,X.,H., 7.1.34
s2623,Xen. Cyrop. 5.3.26,X.,C., 5.3.26
s2624,Xen. Anab. 1.8.21,X.,A., 1.8.21
s2624,Aristoph. Wasps 635,Ar.,Vesp., 635
s2624,Hom. Od. 3.146,H.,Od.,3.146
s2624,Xen. Cyrop. 4.2.35,X.,C., 4.2.35
s2624,Xen. Anab. 3.1.2,X.,A., 3.1.2
s2624,Hom. Od. 3.166,H.,Od.,3.166
s2624,Lys. 19.52,L.,, 19.52
s2624,Dem. 48.16,D.,, 48.16
s2624,Xen. Anab. 1.2.2,X.,A., 1.2.2
s2624,Thuc. 3.32,T.,, 3.32
s2624,Antiph. 1.8,Ant.,, 1.8
s2625,Xen. Hell. 5.2.8,X.,H., 5.2.8
s2625,Xen. Anab. 2.1.10,X.,A., 2.1.10
s2626,Xen. Hell. 2.4.18,X.,H., 2.4.18
s2627,Xen. Cyrop. 1.4.25,X.,C., 1.4.25
s2627,Xen. Cyrop. 4.2.4,X.,C., 4.2.4
s2627,Plat. Hipp. Maj. 286b,P.,Hipp. M., 286b
s2628,Xen. Cyrop. 1.3.13,X.,C., 1.3.13
s2628,Thuc. 5.65,T.,, 5.65
s2628,Xen. Cyrop. 2.4.15,X.,C., 2.4.15
s2628,Thuc. 4.37,T.,, 4.37
s2629,Xen. Anab. 6.2.10,X.,A., 6.2.10
s2629,Xen. Anab. 7.3.13,X.,A., 7.3.13
s2629,Lys. 13.78,L.,, 13.78
s2629,Isaeus 8.22,Is.,, 8.22
s2629,Isaeus 9.5,Is.,, 9.5
s2629,Isoc. 17.21,I.,, 17.21
s2630,Xen. Hell. 2.2.12,X.,H., 2.2.12
s2631,Dem. 23.74,D.,, 23.74
s2631,Hdt. 3.55,Hdt.,, 3.55
s2631,Plat. Sym. 174d,P.,S., 174d
s2631,Xen. Anab. 2.2.1,X.,A., 2.2.1
s2631,Thuc. 4.98,T.,, 4.98
s2632,Xen. Anab. 2.1.3,X.,A., 2.1.3
s2632,Xen. Anab. 6.1.25,X.,A., 6.1.25
s2632,Xen. Ec. 15.2,X.,O., 15.2
s2632,Xen. Anab. 3.5.18,X.,A., 3.5.18
s2632,Xen. Anab. 7.7.57,X.,A., 7.7.57
s2633,Xen. Anab. 1.3.14,X.,A., 1.3.14
s2633,Xen. Cyrop. 1.4.14,X.,C., 1.4.14
s2633,Xen. Hell. 4.7.4,X.,H., 4.7.4
s2633,Thuc. 4.69,T.,, 4.69
s2633,Thuc. 4.50,T.,, 4.50
s2633,Thuc. 1.27,T.,, 1.27
s2634,Xen. Anab. 7.1.39,X.,A., 7.1.39
s2634,Thuc. 6.49,T.,, 6.49
s2634,Xen. Hell. 2.1.25,X.,H., 2.1.25
s2634,Xen. Cyrop. 3.2.25,X.,C., 3.2.25
s2634,Xen. Anab. 1.3.14,X.,A., 1.3.14
s2634,Thuc. 7.48,T.,, 7.48
s2634,Xen. Anab. 5.6.37,X.,A., 5.6.37
s2637,Plat. Prot. 351d,P.,Pr., 351d
s2637,Plat. Gorg. 496c,P.,G., 496c
s2640,Dem. 18.47,D.,, 18.47
s2640,Plat. Apol. 40b,P.,A., 40b
s2641,Plat. Gorg. 446e,P.,G., 446e
s2641,Plat. Phaedo 64c,P.,Ph., 64c
s2642,Plat. Rep. 337c,P.,R., 337c
s2642,Plat. Gorg. 447d,P.,G., 447d
s2642,Xen. Cyrop. 6.3.10,X.,C., 6.3.10
s2642,Xen. Anab. 1.4.14,X.,A., 1.4.14
s2643,Dem. 21.176,D.,, 21.176
s2644,Dem. 4.10,D.,, 4.10
s2644,Plat. Apol. 26d,P.,A., 26d
s2644,Dem. 23.214,D.,, 23.214
s2645,Xen. Anab. 3.1.14,X.,A., 3.1.14
s2646,Dem. 18.73,D.,, 18.73
s2646,Plat. Lysis 212a,P.,Lys., 212a
s2647,Plat. Apol. 20d,P.,A., 20d
s2647,Eur. Orest. 1347,E.,Or., 1347
s2647,Soph. Phil. 601,S.,Ph., 601
s2647,Soph. OC 68,S.,O. C., 68
s2648,Plat. Phaedrus 277a,P.,Phae., 277a
s2649,Isoc. 8.67,I.,, 8.67
s2650,Soph. OT 943,S.,O. T., 943
s2650,Xen. Cyrop. 8.4.10,X.,C., 8.4.10
s2650,Soph. Ant. 1212,S.,Ant., 1212
s2650,Soph. Phil. 976,S.,Ph., 976
s2650,Plat. Gorg. 447b,P.,G., 447b
s2651,Plat. Meno 89c,P.,Men., 89c
s2651,Aesch. Lib. 177,A.,Ch., 177
s2651,Plat. Prot. 310d,P.,Pr., 310d
s2651,Plat. Rep. 337b,P.,R., 337b
s2651,Plat. Lysis 208e,P.,Lys., 208e
s2651,Plat. Prot. 310b,P.,Pr., 310b
s2651,Xen. Cyrop. 7.1.8,X.,C., 7.1.8
s2651,Soph. OC 883,S.,O. C., 883
s2651,Xen. Ec. 4.4,X.,O., 4.4
s2651,Plat. Rep. 334b,P.,R., 334b
s2652,Xen. Anab. 4.7.5,X.,A., 4.7.5
s2652,Plat. Euthyph. 10d,P.,Euth., 10d
s2652,Xen. Mem. 2.3.17,X.,M., 2.3.17
s2653,Plat. Crito 43b,P.,Cr., 43b
s2654,Plat. Gorg. 447a,P.,G., 447a
s2654,Xen. Anab. 5.8.4,X.,A., 5.8.4
s2655,Dem. 8.70,D.,, 8.70
s2656,Dem. 23.79,D.,, 23.79
s2656,Xen. Cyrop. 3.1.15,X.,C., 3.1.15
s2657,Dem. 18.71,D.,, 18.71
s2657,Xen. Cyrop. 3.1.12,X.,C., 3.1.12
s2657,Plat. Sym. 173a,P.,S., 173a
s2658,Hom. Od. 9.252,H.,Od.,9.252
s2659,Xen. Cyrop. 7.5.83,X.,C., 7.5.83
s2660,Aesch. Pers. 351,A.,Pers., 351
s2660,Xen. Cyrop. 1.3.2,X.,C., 1.3.2
s2661,Hom. Od. 4.632,H.,Od.,4.632
s2662,Eur. IT 577,E.,I. T., 577
s2662,Aesch. Lib. 595,A.,Ch., 595
s2662,Xen. Hiero 1.9,X.,Hi., 1.9
s2664,Xen. Cyrop. 3.1.4,X.,C., 3.1.4
s2664,Thuc. 5.54,T.,, 5.54
s2664,Xen. Anab. 4.5.10,X.,A., 4.5.10
s2665,Xen. Mem. 4.6.2,X.,M., 4.6.2
s2666,Xen. Anab. 2.5.7,X.,A., 2.5.7
s2666,Xen. Mem. 4.4.13,X.,M., 4.4.13
s2667,Plat. Soph. 253a,P.,Soph., 253a
s2668,Xen. Hell. 3.5.10,X.,H., 3.5.10
s2668,Soph. OT 548,S.,O. T., 548
s2668,Plat. Rep. 327c,P.,R., 327c
s2668,Xen. Anab. 4.5.34,X.,A., 4.5.34
s2668,Dem. 52.7,D.,, 52.7
s2668,Xen. Cyrop. 6.1.46,X.,C., 6.1.46
s2668,Soph. OT 1068,S.,O. T., 1068
s2669,Soph. Aj. 794,S.,Aj., 794
s2669,Plat. Rep. 348b,P.,R., 348b
s2670,Aristoph. Ach. 594,Ar.,Ach., 594
s2671,Aeschin. 3.202,Aes.,, 3.202
